Label,Statement
5,"['economist', 'hous']"
5,"['qaida', 'oper', 'say', 'want', 'loophol', 'purchas', 'gun', 'despit', 'watch', 'list', 'attack', 'kill', 'american']"
1,"['estim', 'individu', 'escap', 'high', 'state', 'take', 'trillion', 'adjust', 'gross', 'incom']"
1,"['aclu', 'file', 'suit', 'militari', 'cross', 'shape', 'headston', 'remov']"
5,"['overwhelm', 'major', 'american', 'support', 'passag', 'dream', 'provid', 'path', 'citizenship', 'undocu', 'youth', 'will', 'work', 'colleg', 'degre', 'serv', 'arm', 'forc']"
1,"['say', 'ohio', 'john', 'kasich', 'lucki', 'thing', 'call', 'frack', 'ohio']"
1,"['jam', 'langevin', 'receiv', 'million', 'taxpay', 'special', 'interest', 'discret', 'suppos', 'champion', 'rhode', 'island', 'need']"
5,"['associ', 'press', 'call', 'charli', 'crist', 'attack', 'context', 'true']"
5,"['major', 'produc', 'nation', 'world', 'self', 'impos', 'export', 'crude', 'nation']"
1,"['say', 'millionair', 'game', 'incom', 'tax']"
1,"['say', 'barack', 'obama', 'grow', 'kenya']"
5,"['state', 'budget', 'actual', 'grow', 'billion', 'scott', 'walker', 'action']"
5,"['percent', 'babi', 'syndrom', 'abort']"
1,"['say', 'steve', 'job', 'respons', 'creat', 'job', 'stimulus']"
1,"['say', 'destroy', 'gun', 'purchas', 'buyback', 'program', 'citi', 'memphi', 'want']"
5,"['taxpay', 'rough', 'percent', 'birth', 'wisconsin', 'percent', 'birth', 'milwauke']"
5,"['provis', 'health', 'care', 'offlex', 'spend', 'account', 'health', 'save', 'account', 'aspirin', 'prescript', 'health', 'need']"
5,"['say', 'rick', 'scott', 'bright', 'futur', 'scholarship', 'half']"
5,"['baucus', 'health', 'care', 'requir', 'tax', 'medic', 'devic', 'machin', 'femal', 'condom', 'test', 'surgic', 'needl']"
5,"['say', 'presid', 'barack', 'obama', 'appoint', 'eric', 'holder', 'attorney', 'general', 'eric', 'holder', 'say', 'view', 'mission', 'brainwash', 'american', 'peopl', 'gun']"
1,"['say', 'patrick', 'murphi', 'pass', 'singl', 'committe']"
5,"['wisconsin', 'lose', 'job', 'past', 'month', 'state']"
1,"['frack', 'wast', 'dump', 'york', 'state']"
1,"['best', 'school', 'unit', 'state']"
5,"['say', 'grove', 'largest', 'citi', 'oregon', 'biggest', 'citi', 'clackama', 'counti', 'citi']"
5,"['taxpay', 'earn', 'million', 'effect', 'rate', 'time', 'taxpay', 'earn']"
1,"['health', 'propos', 'creat', 'health', 'care', 'benefit', 'middl', 'class', 'worker']"
5,"['say', 'mitt', 'romney', 'pay', 'guy', 'instal', 'elev']"
1,"['januari', 'major', 'austin', 'citi', 'council', 'meet', 'extend', 'past', 'meet', 'go', 'past', 'midnight']"
5,"['highest', 'unemploy', 'rat', 'call', 'right', 'work', 'state']"
1,"['democrat', 'health', 'plan', 'famili', 'forc', 'spend', 'addit', 'year', 'current', 'health', 'care']"
5,"['citi', 'atlanta', 'rank', 'citi', 'highest', 'crime', 'rat']"
1,"['say', 'mitt', 'romney', 'plan', 'bird']"
5,"['say', 'greg', 'abbott', 'lose', 'court', 'time', 'past', 'day']"
5,"['studi', 'studi', 'show', 'sanctuari', 'citi', 'lead', 'increas', 'crime', 'presenc', 'peopl', 'undocu']"
1,"['represent', 'increas', 'tax']"
1,"['peopl', 'critic', 'secretari', 'john', 'kerri', 'go', 'pari', 'talk', 'hama', 'kerri', 'see', 'support', 'hama', 'exclus', 'arab', 'leagu']"
1,"['half', 'year', 'unit', 'state', 'senat', 'pass', 'budget']"
1,"['republican', 'altern', 'health', 'care', 'plan', 'insur', 'rais', 'premium', 'time', 'faster', 'wag']"
1,"['transcript', 'releas', 'occident', 'colleg', 'prove', 'barack', 'obama', 'indonesian', 'citizen']"
5,"['kid', 'graduat', 'colleg', 'right']"
5,"['wisconsin', 'deficit', 'thank', 'republican', 'reform', 'budget', 'begin', 'million', 'surplus']"
1,"['path', 'obamacar', 'start', 'charli', 'crist', 'support', 'presid', 'obama', 'billion', 'stimulus']"
5,"['univers', 'florida', 'announc', 'past', 'week', 'drop', 'scienc', 'depart', 'athlet', 'budget', 'current', 'year', 'million', 'increas', 'million', 'year']"
5,"['say', 'texa', 'unemploy', 'dire', 'way', 'doubl', 'jobless', 'rate', 'rick', 'perri', 'governorship', 'texa', 'rate', 'increas', 'faster', 'nation', 'rate', 'barack', 'obama', 'presid']"
1,"['say', 'presid', 'health', 'care', 'number', 'time', 'job', 'unit', 'state', 'million']"
1,"['seek', 'impeach', 'presid', 'bush']"
5,"['buck', 'want', 'privat', 'social', 'secur']"
1,"['discuss', 'attack', 'consul', 'benghazi', 'libya', 'rice', 'terrorist', 'attack', 'thing', 'video']"
5,"['time', 'turn', 'year', 'child', 'bear', 'incom', 'home', 'hear', 'million', 'fewer', 'word', 'child', 'famili']"
5,"['gop', 'pledg', 'america', 'includ', 'percent', 'educ', 'million', 'kid', 'colleg', 'slash', 'budget']"
1,"['say', 'governor', 'wisconsin', 'unemploy', 'percent', 'state', 'unemploy', 'rate', 'lowest', 'countri', 'consecut', 'month']"
1,"['say', 'josh', 'mandel', 'ohio', 'famili']"
1,"['say', 'paul', 'ryan', 'promis', 'health', 'care', 'senior']"
5,"['obama', 'administr', 'environment', 'protect', 'agenc', 'say', 'clean', 'power', 'plan', 'margin', 'impact', 'climat', 'chang']"
1,"['floridian', 'abl', 'vote', 'governor', 'wont', 'tell']"
1,"['woodrow', 'wilson', 'borrow', 'billion', 'fund', 'world', 'money', 'pay', 'pay']"
1,"['say', 'credit', 'rat', 'agenc', 'realiz', 'instabl', 'stem', 'larg', 'oregon', 'kicker']"
5,"['million', 'peopl', 'move', 'georgia', 'past', 'census', 'count', 'major', 'consid', 'african', 'american', 'latino', 'asian', 'american']"
5,"['say', 'romney', 'ryan', 'budget', 'american', 'opportun', 'credit', 'colleg', 'tuition', 'elimin']"
5,"['higher', 'educ', 'level', 'like', 'vote', 'democrat']"
1,"['say', 'greenhous', 'emiss', 'year', 'low']"
5,"['accord', 'independ', 'expert', 'donald', 'trump', 'plan', 'blow', 'debt', 'trillion', 'instanc', 'disadvantag', 'middl', 'class', 'famili', 'compar', 'wealthi']"
5,"['say', 'presid', 'barack', 'obama', 'posit', 'marriag']"
1,"['democrat', 'plan', 'extend', 'bush', 'cut']"
5,"['carl', 'sander', 'percent', 'state', 'budget', 'educ', 'figur', 'achiev']"
5,"['say', 'presid', 'barack', 'obama', 'lose', 'member', 'hous', 'member', 'senat', 'presid', 'lose', 'modern', 'time']"
5,"['presid', 'barack', 'obama', 'support', 'immigr', 'amnesti']"
5,"['say', 'feder', 'govern', 'largest', 'energi', 'user', 'countri']"
5,"['dodg', 'cost', 'develop', 'countri', 'billion', 'year']"
5,"['border', 'secur', 'plan', 'sen', 'mccain', 'call', 'addit', 'troop', 'safe', 'presid', 'obama', 'say', 'hell', 'send']"
5,"['sherrod', 'brown', 'stand', 'presid', 'barack', 'obama', 'presid', 'rapid', 'increas', 'debt', 'year', 'hurtl', 'worst', 'job', 'record', 'modern']"
5,"['georgia', 'highest', 'activ', 'countri']"
5,"['say', 'women', 'seven', 'victim', 'domest', 'violenc', 'lifetim']"
5,"['sherrod', 'brown', 'past', 'decad', 'politician', 'job', 'leav', 'america', 'leav', 'ohio', 'sherrod', 'brown', 'horrend', 'ohio', 'number', 'year']"
1,"['say', 'romney', 'tout', 'massachusett', 'health', 'plan', 'nation', 'hardcov', 'book', 'delet', 'paperback', 'edit']"
1,"['auditor', 'citi', 'provid', 'lock', 'access', 'citi', 'financ']"
5,"['say', 'appear', 'oreilli', 'factorand', 'prais', 'bybilloreilli']"
5,"['gun', 'peopl', 'unit', 'state']"
5,"['take', 'offic', 'wisconsin', 'highest', 'health', 'care', 'qualiti', 'rank', 'countri']"
1,"['obama', 'administr', 'sue', 'wisconsin', 'compani', 'forc', 'employe', 'speak', 'english']"
1,"['mcdonald', 'hamburg', 'percent', 'real', 'beef', 'percent', 'meat', 'filler', 'cleans', 'ammonia', 'caus', 'stomach', 'intestin', 'cancer']"
1,"['unit', 'state', 'agent', 'make', 'sure', 'dont', 'improp', 'chariti', 'deduct', 'fight', 'terror', 'dozen', 'peopl', 'focus', 'counter', 'violent', 'extrem', 'home']"
5,"['time', 'elect', 'offic', 'barack', 'obama', 'take', 'multipl', 'posit', 'ban', 'handgun', 'handgun']"
1,"['obama', 'white', 'hous', 'renam', 'christma', 'tree', 'holiday', 'tree']"
1,"['paul', 'ryan', 'scott', 'walker', 'scott', 'walker', 'paul', 'ryan', 'ticket', 'white', 'hous', 'live', 'wisconsin']"
1,"['student', 'current', 'today', 'readi', 'colleg']"
5,"['today', 'marijuana', 'percent', 'percent', 'potent', 'yesteryear']"
1,"['month', 'democrat', 'spend', 'presid', 'bush', 'spend', 'seven', 'year', 'iraq', 'afghanistan', 'hurrican', 'katrina', 'combin']"
1,"['texa', 'women', 'averag', 'year']"
5,"['prolif', 'go', 'apolog', 'prolif', 'ronald', 'reagan', 'follow', 'cours', 'henri', 'hyde', 'georg', 'herbert', 'walker', 'bush', 'proud', 'prolif']"
1,"['singl', 'segment', 'propos', 'beltlin', 'intersect', 'marta', 'marta', 'station']"
1,"['say', 'patient', 'protect', 'afford', 'care', 'adopt', 'year', 'contain', 'seri', 'slush', 'fund', 'stay', 'book', 'automat', 'littl', 'oversight']"
5,"['wisconsin', 'nation', 'averag', 'wage', 'growth', 'growth']"
5,"['rough', 'georgian', 'percent', 'state', 'resid', 'go', 'background', 'check', 'legal', 'obtain', 'georgia', 'weapon', 'carri', 'licens']"
5,"['scott', 'walker', 'right', 'countri', 'term', 'busi', 'start']"
1,"['say', 'luther', 'olsen', 'recal', 'oppon', 'support', 'sale', 'state', 'own', 'power', 'plant', 'highest', 'bidder', 'biggest', 'donor', 'oversight']"
1,"['million', 'peopl', 'work', 'look', 'job', 'sudden', 'statist', 'theyr', 'consid', 'employ']"
5,"['wealthiest', 'nation', 'doesnt', 'provid', 'basic', 'health', 'coverag']"
5,"['percent', 'american', 'lowest', 'health', 'care']"
1,"['say', 'romney', 'support', 'common', 'form', 'birth', 'control', 'illeg']"
5,"['public', 'privat', 'busi', 'america', 'postal', 'servic', 'fund', 'percent', 'employe', 'retir', 'retir', 'health', 'cost', 'advanc']"
1,"['signific', 'driver', 'migrat', 'rhode', 'island', 'estat']"
1,"['congress', 'vacat']"
1,"['scott', 'walker', 'school', 'cut', 'devast', 'student', 'chair', 'govern', 'survey', 'kid', 'classroom']"
1,"['say', 'attorney', 'general', 'eric', 'holder', 'recent', 'reveal', 'idea', 'govern', 'owner', 'wear', 'special', 'bracelet', 'identifi', 'owner']"
5,"['schultz', 'say', 'alan', 'grayson']"
5,"['say', 'give', 'million', 'retent', 'payment', 'peopl', 'termin']"
5,"['say', 'iran', 'nuclear', 'deal', 'get', 'reject', 'billion']"
1,"['york', 'state', 'horribl', 'horribl', 'hurt', 'nafta']"
1,"['singl', 'illeg', 'immigr', 'famili', 'countri', 'cost', 'cost', 'infrastructur', 'cost', 'tax']"
5,"['run', 'second', 'largest', 'counti', 'district', 'attorney', 'offic', 'staff', 'level']"
1,"['nytim', 'state', 'today', 'believ', 'countri', 'acquir', 'nuclear', 'weapon', 'dishonest', 'say']"
1,"['cnbc', 'debat', 'suppos', 'hour', 'renegoti', 'hour']"
5,"['bring', 'revenu', 'servic', 'debt', 'medicar', 'medicaid', 'social', 'secur', 'billion', 'billion', 'leav']"
5,"['mcdonald', 'worker', 'denmark', 'union', 'earn', 'year']"
5,"['weve', 'homeless', 'veteran']"
1,"['cost', 'save', 'measur', 'place', 'columbia', 'drive', 'nation', 'health', 'care', 'inflat', 'seven', 'year']"
1,"['idea', 'contain', 'electron', 'cigarett', 'vapor']"
1,"['say', 'estim', 'congression', 'budget', 'offic', 'conclud', 'final', 'price', 'health', 'care', 'exceed', 'trillion', 'doubl', 'initi', 'report']"
5,"['saysruben', 'kihuen', 'manag', 'minor', 'pass', 'introduc', 'legisl', 'session']"
1,"['true', 'pictur', 'milwauke', 'renaiss', 'year', 'mayor', 'barrett', 'leadership']"
5,"['say', 'presid', 'barack', 'obama', 'reveal', 'state', 'union', 'address', 'earmark']"
5,"['gun', 'murder', 'american', 'home', 'recent', 'year', 'die', 'battlefield', 'iraq', 'afghanistan']"
5,"['poll', 'show', 'right', 'american', 'peopl', 'think', 'idea', 'provid', 'cut', 'wealthi']"
5,"['texa', 'state', 'rep', 'branch', 'pitt', 'lieuten', 'hous', 'speaker', 'straus', 'help', 'democrat', 'ellen', 'cohen', 'republican', 'challeng', 'event', 'district']"
1,"['say', 'vote', 'nanci', 'pelosi', 'speaker', 'hous']"
1,"['union', 'creat', 'hour', 'work', 'hour', 'work', 'week', 'henri', 'ford']"
5,"['percent', 'american', 'half', 'incom', 'tax', 'countri', 'percent', 'american', 'incom', 'tax']"
5,"['percentag', 'gross', 'domest', 'product', 'defens', 'budget', 'remain', 'percent', 'figur', 'histor', 'standard']"
5,"['year', 'reduct', 'feder', 'prison', 'popul', 'year']"
1,"['take', 'energi', 'solar', 'panel', 'like', 'generat', 'entir', 'life']"
5,"['say', 'america', 'spend', 'percent', 'health', 'care', 'cost', 'closest', 'competitor', 'nation', 'spend']"
5,"['connecticut', 'slot', 'machin', 'cent', 'dollar', 'state', 'tabl', 'game', 'zero']"
5,"['lynch', 'tell', 'lie', 'second']"
5,"['say', 'milwauke', 'counti', 'sheriff', 'david', 'clark', 'deputi', 'collect', 'overtim', 'sit', 'passiv', 'chair', 'watch', 'courthous', 'secur', 'personnel', 'work']"
5,"['independ', 'analyst', 'donald', 'trump', 'trillion', 'nation', 'debt']"
5,"['obama', 'iraq']"
1,"['unemploy', 'rise', 'wisconsin', 'paul', 'ryan', 'step', 'advocaci', 'immigr', 'increas']"
5,"['say', 'donald', 'trump', 'peopl', 'root', 'hous', 'crisi', 'say', 'hope', 'collaps', 'money']"
5,"['geneva', 'convent', 'appli', 'terror']"
1,"['money', 'clinton', 'foundat', 'take', 'foreign', 'govern', 'hillari', 'clinton', 'secretari', 'state', 'clear', 'illeg', 'constitut', 'say', 'stuff']"
5,"['dodd', 'bring', 'parti', 'pass', 'famili', 'medic', 'leav']"
1,"['plan', 'parenthood', 'rake', 'million', 'profit', 'past', 'year']"
1,"['mitt', 'romney', 'home']"
5,"['say', 'romney', 'trillion', 'deficit', 'obama', 'deficit', 'trillion']"
5,"['canadian', 'middl', 'class', 'incom', 'higher', 'unit', 'state', 'work', 'fewer', 'hour', 'live', 'longer', 'averag', 'face', 'incom', 'inequ']"
5,"['obama', 'administr', 'espionag', 'whistleblow', 'leak', 'journalist', 'previous', 'administr', 'combin']"
5,"['sauk', 'citi', 'wisconsin', 'offic', 'provid', 'identif', 'vote', 'open', 'fifth', 'wednesday', 'month', 'total', 'day']"
5,"['nevada', 'recent', 'rank', 'unemploy', 'foreclosur', 'violent', 'crime', 'person', 'bankruptci', 'divorc']"
5,"['republican', 'candid', 'georgia', 'governor', 'dabbl', 'birther', 'conspiraci', 'theori']"
5,"['say', 'jersey', 'gain', 'privat', 'sector', 'job']"
5,"['obama', 'administr', 'spend', 'million', 'taxpay', 'dollar', 'roadsid', 'sign', 'tout', 'econom', 'stimulus']"
1,"['link', 'jail', 'lobbyist', 'jack', 'abramoff', 'young']"
5,"['wall', 'street', 'megabank', 'receiv', 'bailout', 'taxpay', 'fund', 'advantag', 'avail', 'communiti', 'bank', 'ohio']"
5,"['say', 'rick', 'scott', 'spend', 'dollar', 'upgrad', 'governor', 'mansion']"
1,"['princ', 'william', 'counti', 'violent', 'crime', 'half', 'institut', 'crackdown', 'illeg', 'immigr']"
1,"['say', 'ohio', 'consum', 'council', 'offic', 'employ', 'lawyer', 'fund', 'wast', 'duplic']"
5,"['american', 'spend', 'tax', 'food', 'cloth', 'hous', 'combin']"
1,"['dont', 'think', 'hire', 'illeg', 'life']"
1,"['say', 'obama', 'send', 'million', 'china', 'build', 'wind', 'farm', 'texa']"
5,"['say', 'portland', 'children', 'levi', 'hold', 'administr', 'expens', 'percent']"
5,"['georg', 'allen', 'vote', 'pell', 'grant', 'student']"
1,"['school', 'children', 'earn', 'higher', 'grade', 'studi', 'islam', 'nationwid', 'muslim', 'outreach', 'program', 'announc', 'presid', 'barack', 'obama']"
5,"['amajor', 'women', 'stage', 'previous', 'public', 'embrac', 'amnesti', 'candid', 'stage']"
5,"['despit', 'rais', 'tax', 'wealthi', 'hike', 'minimum', 'wage', 'minnesota', 'creat', 'job', 'record', 'pace', 'unemploy', 'histor', 'median', 'incom', 'skyrocket', 'state', 'billion', 'dollar', 'surplus']"
1,"['go', 'billion', 'deficit', 'spend', 'presid', 'georg', 'bush', 'year', 'trillion', 'follow', 'year']"
1,"['propos', 'wisconsin', 'third', 'size', 'lake', 'winnebago']"
5,"['say', 'presid', 'barack', 'obama', 'come', 'offic', 'economi', 'free', 'fall']"
5,"['say', 'rick', 'scott', 'propos', 'budget', 'teacher']"
1,"['support', 'scott', 'walker', 'make', 'drink', 'driver', 'kill', 'easier', 'time']"
5,"['increas', 'debt', 'limit', 'period']"
1,"['state', 'doug', 'mckillip', 'donor', 'deserv', 'refund']"
1,"['sayspresid', 'obama', 'execut', 'action', 'impos', 'control', 'nation', 'target', 'sell', 'rifl', 'countri', 'assault', 'rifl', 'bullet']"
1,"['senat', 'action', 'texa', 'feder', 'judici', 'vacanc', 'year', 'state']"
1,"['chang', 'rule', 'filibust', 'presidenti', 'nomine']"
1,"['gonzal', 'lose', 'campaign', 'spring', 'fund', 'million', 'support', 'alli', 'governor', 'bruce', 'rauner']"
5,"['half', 'foreign', 'bear', 'popul', 'rhode', 'island', 'white']"
5,"['hear', 'frustrat', 'parent', 'teacher', 'fcat', 'year', 'begin', 'improv', 'test']"
5,"['year', 'tobacco', 'kill', 'american', 'world', 'aid', 'cocain', 'heroin', 'alcohol', 'vehicular', 'accid', 'homicid', 'suicid', 'combin']"
5,"['borrow', 'billion', 'singl', 'china']"
5,"['million', 'job', 'sit', 'vacant', 'arent', 'qualifi', 'applic']"
5,"['elect', 'koch', 'brother', 'spend', 'time', 'union', 'spend', 'combin']"
5,"['obama', 'unilater', 'announc', 'delay', 'employ', 'mandat', 'blog', 'post', 'level', 'bureaucrat', 'depart', 'treasuri']"
5,"['john', 'mccain', 'say', 'support', 'privat', 'social', 'secur', 'video', 'show']"
1,"['berni', 'sander', 'nevada']"
5,"['elect', 'johnson', 'leadership', 'senat', 'republican', 'adopt', 'caucus', 'earmark']"
5,"['dropout', 'cost', 'life', 'person']"
1,"['say', 'donald', 'trump', 'go', 'carpet', 'bomb', 'middl', 'east']"
1,"['american', 'want', 'tradit', 'marriag', 'defin', 'defens', 'marriag']"
1,"['wisconsin', 'school', 'subpar', 'score', 'depart', 'public', 'instruct', 'recent', 'report', 'card', 'fail', 'children', 'serv']"
1,"['bog', 'john', 'mccain', 'suggest', 'year']"
5,"['spend', 'approxim', 'billion', 'money', 'pork', 'barrel', 'earmark', 'project', 'mayb', 'right', 'mayb', 'money', 'go', 'inspect', 'bridg', 'bridg', 'countri']"
1,"['dubai', 'countri', 'huge', 'amount', 'import', 'worker', 'actual', 'pass', 'legisl', 'immigr', 'worker', 'better', 'deal', 'middl', 'east']"
1,"['nafta', 'support', 'secretari', 'clinton', 'cost', 'job', 'nationwid']"
5,"['cuba', 'want', 'chines', 'drill', 'part', 'gulf', 'american', 'produc', 'current', 'forbid', 'touch', 'close', 'mile', 'florida', 'coast']"
5,"['run', 'senat', 'webb', 'retir']"
1,"['democrat', 'rep', 'cicillin', 'boswel', 'carnahan', 'critz', 'demand', 'congress', 'vote', 'increas', 'nation', 'debt', 'limit', 'make', 'spend', 'cut']"
1,"['year', 'involv', 'effort', 'help', 'prosecutor', 'rais', 'year']"
1,"['balanc', 'budget', 'turn', 'surplus']"
1,"['texa', 'citi', 'say', 'women', 'dildo']"
1,"['florida', 'legislatur', 'file', 'lawsuit', 'fight', 'amend']"
5,"['look', 'number', 'crash', 'camera', 'instal', 'compar', 'theyr', 'virtual']"
5,"['median', 'incom', 'provid', 'median', 'incom', 'mississippi']"
5,"['bailey', 'hutchison', 'vote', 'continu', 'wade']"
1,"['paul', 'ryan', 'medicar', 'plan', 'provid', 'pretti', 'coverag', 'member', 'congress', 'receiv']"
5,"['overcrowd', 'problem', 'matter', 'fact', 'rhode', 'island', 'lowest', 'incarcer', 'rat', 'countri']"
1,"['say', 'renacci', 'tri', 'leav', 'town', 'holiday', 'extend', 'payrol']"
1,"['work', 'secur', 'border', 'marco', 'rubio', 'support', 'obama', 'amnesti', 'plan', 'illeg', 'immigr']"
1,"['say', 'hillari', 'clinton', 'give', 'percent', 'america', 'uranium', 'suppli', 'russia']"
5,"['fifti', 'year', 'averag', 'employe', 'year', 'daughter', 'colleg', 'tuition', 'week', 'wag']"
5,"['averag', 'colleg', 'student', 'take', 'year', 'year', 'degre']"
1,"['state', 'rhode', 'island', 'percent', 'current', 'physician', 'graduat', 'profit', 'medic', 'school']"
1,"['medicar', 'bankrupt', 'year']"
5,"['come', 'effect', 'creat', 'job', 'chris', 'christi', 'record', 'govern', 'effect', 'year', 'jersey', 'creat', 'job']"
5,"['say', 'hillari', 'clinton', 'call', 'barack', 'obama', 'naiv', 'say', 'talk', 'iranian', 'democrat', 'primari']"
1,"['suprem', 'court', 'throw', 'feder', 'health', 'care', 'unpreced', 'extraordinari', 'step', 'overturn', 'pass', 'strong', 'major', 'democrat', 'elect', 'congress']"
5,"['oppos', 'begin', 'oppos', 'oppos', 'oppos']"
5,"['say', 'state', 'depart', 'spend', 'million', 'facebook', 'like']"
5,"['romney', 'budget', 'massachusett', 'million', 'educ']"
5,"['kid', 'school', 'month', 'advanc', 'countri']"
5,"['say', 'offic', 'recov', 'billion', 'wall', 'street', 'worker', 'retir', 'investor', 'harm']"
5,"['longest', 'judici', 'vacanc', 'histori', 'unit', 'state']"
5,"['say', 'scott', 'walker', 'propos', 'reduct', 'univers', 'spend', 'size', 'democrat', 'doyl', 'democrat', 'didnt', 'treat', 'doyl', 'dire']"
5,"['averag', 'unemploy', 'american', 'work', 'week']"
5,"['republican', 'challeng', 'flore', 'vote', 'general', 'elect', 'district']"
1,"['hillari', 'clinton', 'intern', 'travel', 'includ', 'diplomaci']"
5,"['say', 'offic', 'late', 'folk', 'didnt', 'phone', 'servic', 'soon', 'help', 'ensur', 'north', 'florida', 'access', 'dial', 'tone']"
5,"['year', 'state', 'budget', 'spend', 'propos', 'fiscal', 'year', 'repres', 'infus', 'billion', 'addit', 'money', 'educ']"
5,"['say', 'high', 'speed', 'rail', 'project', 'provid', 'short', 'term', 'job']"
5,"['poll', 'showhillari', 'clinton', 'win', 'time', 'donald', 'trump', 'oppon']"
1,"['say', 'peter', 'kilmartin', 'year', 'experi', 'practic']"
5,"['administr', 'fund', 'educ', 'increas', 'million']"
1,"['legisl', 'marco', 'rubio', 'flip', 'vote', 'make', 'quick', 'sell', 'hous', 'mother', 'bill', 'lobbyist']"
1,"['say', 'daniel', 'webster', 'think', 'wive', 'submit', 'husband']"
1,"['say', 'fight', 'repeal', 'septic', 'tank', 'inspect', 'program', 'tallahasse', 'pull', 'fast']"
1,"['time', 'peopl', 'work', 'poverti', 'american', 'middl', 'class', 'presid', 'compar', 'ronald', 'reagan', 'presid']"
1,"['hartsfield', 'jackson', 'intern', 'termin', 'time', 'budget']"
1,"['scott', 'walker', 'give', 'deduct', 'millionair', 'send', 'kid', 'exclus', 'privat', 'school']"
1,"['sheldon', 'whitehous', 'senat', 'vote', 'censor', 'internet']"
5,"['trillion', 'trillion', 'infrastructur', 'deficit', 'weve', 'work', 'need', 'weve', 'peopl', 'want', 'work']"
1,"['job', 'involv', 'minimum', 'wage', 'overwhelm', 'job', 'young', 'peopl', 'start', 'workforc']"
1,"['earliest', 'critic', 'rush', 'iraq', 'start']"
1,"['citi', 'milwauke', 'use', 'build', 'inspect', 'area', 'revenu', 'base']"
5,"['cost', 'tank', 'rise', 'sincebarack', 'obama', 'presid']"
1,"['colleg', 'tuition', 'cost', 'rise', 'percent', 'democrat']"
1,"['obama', 'say', 'troop', 'whine', 'bear', 'cost', 'go']"
5,"['say', 'donald', 'trump', 'posit', 'isto', 'roll', 'financi', 'regul', 'pass', 'financi', 'crisi']"
5,"['say', 'paul', 'ryan', 'budget', 'roadmap', 'doesnt', 'balanc', 'budget', 'add', 'unthink', 'trillion', 'nation', 'debt']"
1,"['say', 'barack', 'obama', 'say', 'talk', 'economi', 'go', 'lose']"
1,"['wendi', 'davi', 'fund', 'raiser', 'chicago', 'intern', 'socialist', 'organ']"
1,"['highest', 'fund', 'histori', 'state']"
1,"['say', 'cruzsaid', 'favor', 'libya', 'discuss', 'subject']"
5,"['auto', 'rescu', 'presid', 'barack', 'obama', 'save', 'million', 'middl', 'class', 'job', 'america', 'includ', 'wisconsin']"
5,"['say', 'barack', 'obama', 'worst', 'record', 'presid', 'come', 'put', 'america', 'deeper', 'debt']"
1,"['june', 'jobless', 'rank', 'higher', 'near', 'percent', 'citi']"
5,"['save', 'talk', 'get', 'drill', 'everybodi', 'inflat', 'tire', 'get', 'regular', 'tune']"
1,"['say', 'nato', 'base', 'turkey', 'attack', 'terrorist']"
5,"['past', 'year', 'state', 'legislatur', 'enact', 'restrict', 'abort', 'previous', 'year', 'combin']"
1,"['want', 'regul', 'famili']"
1,"['barack', 'hussein', 'obama', 'forc', 'doctor', 'assist', 'homosexu', 'buy', 'surrog', 'babi']"
1,"['obama', 'thing', 'thing', 'place', 'chang', 'view', 'campaign', 'instanc', 'leav', 'troop', 'iraq', 'success', 'boost', 'effort', 'afghanistan', 'right', 'cours', 'close', 'guantanamo', 'thank', 'heaven']"
5,"['state', 'spend', 'million', 'buck', 'sign', 'advertis', 'spend', 'feder', 'stimulus', 'project']"
5,"['senat', 'method', 'evalu', 'teacher', 'your', 'go', 'rat', 'parent', 'think', 'send', 'questionnair', 'survey', 'home', 'parent']"
1,"['say', 'presid', 'barack', 'obama', 'promis', 'work', 'employ', 'lower', 'premium', 'famili', 'year', 'health', 'care', 'rais', 'premium', 'individu', 'market', 'famili']"
5,"['say', 'newt', 'gingrich', 'respons', 'gridlock', 'polit', 'washington']"
5,"['seven', 'state', 'pharmaceut', 'compani', 'rais', 'campaign', 'dollar', 'drug', 'price', 'control', 'measur', 'state', 'ballot', 'measur', 'rais', 'date', 'combin']"
1,"['effort', 'rein', 'protest', 'republican', 'wisconsin', 'bolt', 'window', 'insid', 'capitol', 'shut']"
5,"['obama', 'say', 'clinton', 'suggest', 'connect', 'qaida', 'iraqi', 'govern']"
5,"['say', 'comprehens', 'immigr', 'reform', 'billion', 'economi']"
5,"['ronald', 'reagan', 'rais', 'tax', 'billion', 'dollar', 'year', 'governor', 'california']"
5,"['busi', 'creat', 'job', 'singl', 'month', 'obamacar']"
5,"['say', 'berni', 'sander', 'vote', 'regim', 'chang', 'respect', 'libya']"
5,"['time', 'ronald', 'reagan', 'attend', 'fundrais', 'elect', 'answer', 'time', 'time', 'barack', 'obama', 'attend', 'fundrais', 'answer', 'time']"
1,"['democrat', 'fail', 'flip', 'wisconsin', 'state', 'senat', 'recal', 'elect', 'deepest', 'district', 'state']"
5,"['senat', 'version', 'econom', 'stimulus', 'packag', 'includ', 'million', 'dollar', 'world', 'filipino', 'veteran', 'philippin']"
5,"['thehousebudget', 'plan', 'propos', 'largest', 'discretionari', 'spend', 'histori']"
1,"['cruz', 'unknown', 'vast', 'major', 'texan']"
5,"['say', 'anthropolog', 'stem', 'scienc', 'technolog', 'engin', 'math', 'field']"
